hhid,today,coffee_farm_manager,survey_agreed,woredaname,kebele_def,farm_owner,coop_f,coop_m,edu_wh,edu_hw,gpslatitude_deidentified,gpslongitude_deidentified,farm_area_total,coffeefarm_area_total,num_coffee_fields,ao_ls_7,washed_arabica_production,trainings3,income_from_coffee_mod,coffeetrees
5271002,29-May-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7427484,38.448708,2,2,2,0,2000,1,>50%,5000
5271003,19-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7239281,38.446221,1,1,2,1,1000,1,50%,2500
5271004,20-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7272584,38.445706,2,1.5,2,2,2000,1,>50%,3750
5271006,18-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7242767,38.448346,1,1,1,0,500,1,>50%,2500
5271007,16-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Basic informal education,5.742756,38.448697,1.5,1.5,1,2,1000,1,>50%,3750
5271008,01-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Basic informal education,5.7424451,38.448788,1,1,1,4,1000,1,>50%,2500
5271009,16-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7231585,38.445077,1,1,2,0,800,1,50%,2500
5271010,01-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7424804,38.448815,1,1,1,0,1000,1,>50%,2500
5271011,10-Jun-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7241146,38.447743,1,1,1,0,1350,1,>50%,2500
5271014,01-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,National exam + 1 year vocational - Grade 10+1,5.7441365,38.446797,1,1,1,0,1000,1,>50%,2500
5271015,01-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7442857,38.446919,3,3,3,0,3000,1,>50%,7500
5271016,27-Apr-20,Woman (wife),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7266399,38.450062,2,1.5,2,1,3500,1,>50%,3750
5271017,01-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.7442581,38.44693,1,1,1,0,1000,1,50%,2500
5271018,19-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7244226,38.446732,1,1,2,2,800,1,50%,2500
5271019,16-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7226054,38.444481,1,1,2,0,300,1,50%,2500
5271020,01-Jun-20,Woman (wife),Yes,Kercha,Goromi,Both husband and wife equally,No,,No Education,,5.7442523,38.447007,1,1,1,0,1500,1,50%,2500
5271021,12-Jun-20,Man (husband),Yes,Kercha,Goromi,Man (husband),,No,,No Education,5.7249362,38.44439,1,1,1,0,1000,1,>50%,2500
5271022,19-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7235505,38.445698,4.5,2,4,4,2500,1,>25% and <50%,5000
5271023,16-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7252056,38.443314,1,1,1,2,1200,1,50%,2500
5271024,10-Jun-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7245189,38.447587,1,1,1,0,1200,1,>50%,2500
5271025,10-Jun-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.724054,38.447873,0.5,0.5,1,0,650,1,50%,1250
5271027,01-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7443134,38.447056,1,1,1,4,1000,1,50%,2500
5271030,01-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7443301,38.446896,2,2,2,2,2500,1,50%,5000
5271031,01-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7443043,38.447033,1,1,1,0,1000,1,50%,2500
5271032,01-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7442366,38.446965,1,1,2,4,1000,1,50%,2500
5271033,16-Jun-20,Man (husband),Yes,Kercha,Goromi,Man (husband),,No,,Elementary - Grade 1-6,5.7249757,38.444027,1,1,1,0,500,0,>50%,2500
5271034,11-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7223908,38.444699,1,1,1,0,1650,1,>50%,2500
5271037,27-Apr-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7261402,38.449002,2,2,2,4,2000,0,100%,5000
5271038,01-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7442614,38.446938,1,1,2,0,500,1,50%,2500
5280101,23-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7039439,38.460057,3,3,1,0,4500,1,100%,7500
5280102,23-Jun-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7082926,38.454419,2,2,4,2,3500,1,>50%,5000
5280104,10-Jul-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7056085,38.459633,3,3,5,10,2100,1,>50%,7500
5280106,14-Jul-20,Woman (wife),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7263929,38.444989,2,2,1,1,2400,1,100%,5000
5280107,24-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7217194,38.449277,3,3,2,4,4525,1,>50%,7500
5280108,10-Jul-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7068769,38.459557,3,3,2,7,4525,1,>50%,7500
5280109,08-Jul-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7241107,38.448285,2,1,1,0,2100,1,>50%,2500
5280110,11-Jul-20,Woman (wife),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7063462,38.458691,3,3,1,2,3500,1,>50%,7500
5280111,10-Jul-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7060753,38.460351,2,1.5,2,0,2500,1,>50%,3750
5280114,08-Jul-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7234017,38.448948,3,3,1,1,4550,1,100%,7500
5280115,10-Jul-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7087804,38.454354,1,1,1,0,1200,1,50%,2500
5280116,10-Jul-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7068106,38.460637,2,2,2,0,2585,1,>50%,5000
5280117,23-Jun-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.7233249,38.448956,2,2,1,2,2550,1,>50%,5000
5280120,11-Jul-20,Woman (wife),Yes,Kercha,Goromi,Jointly with other family members,No,,No Education,,5.7081281,38.457131,1.5,1.5,1,5,2000,1,>50%,3750
5280121,14-Jul-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7255818,38.444142,3,3,2,1,2000,1,100%,7500
5280122,11-Jul-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7080456,38.457165,1,1,1,2,1650,1,50%,2500
5280123,10-Jul-20,Both husband and wife equally,Yes,Kercha,Goromi,Jointly with other family members,No,No,No Education,No Education,5.7056805,38.457989,2,2,1,0,2500,1,>50%,5000
5280125,23-Jun-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,High School - Grade 9-10,Elementary - Grade 1-6,5.7087614,38.459023,2,2,1,2,2500,1,>50%,5000
5280126,24-Jun-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7043621,38.45945,1,1,2,0,1500,1,50%,2500
5280127,23-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7222206,38.450657,2,2,1,0,3500,1,>50%,5000
5280128,24-Jun-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,Elementary - Grade 1-6,No Education,5.7240764,38.44711,1,1,1,0,1500,1,>50%,2500
5280129,14-Jul-20,Woman (wife),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7254697,38.443871,2,2,1,0,1650,1,>50%,5000
5280130,23-Jun-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7030789,38.450169,4,3.5,3,10,7500,1,100%,8750
5280131,23-Jun-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7205493,38.449952,3,3,1,0,4600,1,100%,7500
5280132,24-Jun-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7241656,38.44645,3,3,2,5,3500,1,>50%,7500
5280133,09-Jul-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.704517,38.455956,2,2,2,2,2548,1,>50%,5000
5280134,14-Jul-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.725578,38.443249,3.5,3,2,0,4500,1,100%,7500
5280135,14-Jul-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.725578,38.443249,3,3,1,1,4550,0,>50%,7500
5280201,18-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7130486,38.445389,4,3,1,4,3550,1,>50%,7500
5280202,03-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7109796,38.4474,1,1,2,0,1000,1,>50%,2500
5280203,25-May-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.724898,38.444752,1,1,1,1,1000,1,>50%,2500
5280204,20-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7120983,38.447346,3,2,2,0,2850,1,>50%,5000
5280205,16-Apr-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7131807,38.445702,0.64999998,0.64999998,1,0,1200,1,50%,1625
5280206,18-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.7145821,38.446782,1,0.5,2,1,2050,1,50%,1250
5280208,21-May-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7188264,38.447579,2,2,1,1,2500,1,100%,5000
5280209,01-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7123605,38.445439,2,2,3,0,1584,1,>50%,5000
5280211,01-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7109639,38.44534,2.5,2.5,1,0,1589,1,>50%,6250
5280212,26-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7147008,38.445344,2,2,3,3,3664,1,>50%,5000
5280213,20-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7135507,38.445798,2,2,2,0,2500,1,50%,5000
5280214,01-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,,No,,No Education,5.7113711,38.446286,0.5,0.5,1,0,750,1,50%,1250
5280215,16-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7151934,38.448929,1,1,1,0,1500,1,>50%,2500
5280216,18-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7147771,38.446377,3,2,2,1,2152,1,>25% and <50%,5000
5280217,17-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7158534,38.447953,1,1,1,1,1500,1,50%,2500
5280220,16-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7133295,38.444695,1,1,2,1,1500,1,100%,2500
5280221,20-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7120506,38.445004,3,3,2,0,2563,1,100%,7500
5280225,26-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7107774,38.445447,1,1,2,0,1300,1,>50%,2500
5280226,16-Jun-20,Man (husband),Yes,Kercha,Goromi,Man (husband),,No,,Elementary - Grade 1-6,5.7244345,38.449063,1,1,1,0,2100,1,>50%,2500
5280227,13-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7172033,38.445386,1,1,1,3,850,1,100%,2500
5280228,17-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7126085,38.446148,2,2,1,0,1452,1,>50%,5000
5280230,29-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,,No Education,,5.711528,38.448983,2,1,1,0,1500,1,>50%,2500
5280231,27-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7129408,38.445294,0.125,0.125,1,0,1563,1,50%,312.5
5280232,18-Mar-20,Woman (wife),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7138731,38.445969,2,1,1,1,1256,1,50%,2500
5280233,18-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.715088,38.445511,2,1,2,1,2550,1,>50%,2500
5280234,13-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.7161013,38.446061,1,0.5,1,0,1550,1,50%,1250
5280235,13-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7167598,38.446217,1,0.5,2,0,450,1,50%,1250
5280237,17-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7141191,38.446473,1,1,1,0,1589,1,50%,2500
5280241,21-May-20,Man (husband),Yes,Kercha,Goromi,Man (husband),,No,,No Education,5.7193266,38.447785,1,1,1,0,1200,0,>50%,2500
5280242,20-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7120668,38.445542,2,1.5,2,3,2345,1,50%,3750
5280243,16-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7166606,38.447182,2,2,1,0,2450,1,100%,5000
5280244,27-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7129928,38.447533,2,2,2,1,2500,1,>50%,5000
5280245,20-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7105338,38.445633,0.5,0.5,1,2,250,1,>25% and <50%,1250
5280246,03-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7123152,38.447957,1,1,2,1,1600,0,>50%,2500
5280247,17-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7166764,38.447686,1,1,1,2,1550,0,50%,2500
5280252,03-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,No Education,5.7172085,38.445035,2,2,2,1,1000,1,100%,5000
5280253,27-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.7156312,38.446045,2,2,3,2,1800,0,100%,5000
5280301,10-Apr-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7251827,38.454598,4.5,4,4,2,6500,1,100%,10000
5280302,09-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,National exam + 3 years vocational - Grade 10+3,5.724981,38.46209,1,1,1,0,2500,1,>50%,2500
5280303,09-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7228028,38.46045,2,2,1,0,2750,1,100%,5000
5280304,25-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7172376,38.456051,2,2,2,0,2750,1,>50%,5000
5280305,23-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.723982,38.459675,1,1,2,2,5000,1,>50%,2500
5280306,27-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7166587,38.455956,4.5,4,4,1,5000,1,100%,10000
5280307,30-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7169644,38.456017,2,2,4,0,1500,1,100%,5000
5280308,11-May-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7268797,38.457371,2,1.5,1,0,1500,1,>50%,3750
5280309,24-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7241069,38.454342,1,1,2,3,530,1,>50%,2500
5280311,08-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,High School - Grade 9-10,5.7277051,38.437821,2,1.5,3,0,1500,1,>50%,3750
5280312,30-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.72567,38.44072,3,3,3,6,2000,1,100%,7500
5280313,28-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,High School - Grade 9-10,5.7266437,38.459031,2,2,1,0,2750,1,100%,5000
5280314,31-Mar-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,High School - Grade 9-10,5.7215992,38.461068,2,2,1,0,2780,1,100%,5000
5280315,09-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,Junior Secondary - Grade 7-8,5.7219478,38.459763,1,1,1,0,1500,1,>50%,2500
5280316,27-Mar-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,Junior Secondary - Grade 7-8,5.7261936,38.455205,3,3,3,6,3500,1,>50%,7500
5280317,08-Apr-20,Man (husband),Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Diploma - Grade 10+4,5.7165214,38.45834,2,2,2,0,4000,1,100%,5000
5280318,20-May-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7258383,38.445756,1.5,1,2,2,1200,1,>50%,2500
5280320,14-Apr-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,No,No,Elementary - Grade 1-6,No Education,5.7120949,38.464589,1,1,1,1,1500,1,100%,2500
5280321,12-May-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7346651,38.443516,1,1,1,2,1450,1,50%,2500
5280322,11-May-20,Both husband and wife equally,Yes,Kercha,Goromi,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7279192,38.459157,2,2,2,0,4500,1,>50%,5000
